111,28,17,135
147,27,8,154
179,28,6,172
137,27,9,159
168,28,8,165
179,29,8,174
210,32,6,199
205,30,5,199
217,32,5,207
215,32,5,204
211,30,5,203
185,26,4,179
155,23,5,148
166,25,4,160
188,27,5,183
167,29,10,168
201,31,6,195
205,31,6,199
203,32,6,194
213,32,6,202
203,31,6,193
194,30,6,186
177,29,9,177
203,31,6,192
193,31,7,189
162,30,11,165
157,30,12,162
148,30,14,158
153,28,11,157
158,29,11,161
99,26,17,123
78,20,14,99
23,4,3,27
32,7,5,42
29,7,5,38
27,5,4,33
27,5,4,33
26,5,4,32
26,5,4,32
24,4,3,30
25,4,3,30
24,4,3,30
24,4,3,30
24,5,4,29
24,4,3,30
25,5,3,30
25,5,3,30
24,5,4,29
73,20,15,98
157,26,8,155
125,23,9,131
102,25,18,118
53,13,10,70
47,12,9,63
61,20,16,94
61,15,11,79
42,10,8,56
46,11,8,61
65,15,11,83
39,9,7,51
28,5,4,34
43,10,8,56
33,7,5,40
67,17,12,87
47,12,10,68
48,12,10,69
36,8,6,46
35,7,6,45
35,8,6,45
33,7,6,43
32,7,5,40
31,6,5,39
24,4,4,29
21,3,3,25
19,3,2,22
20,3,2,24
22,4,3,26
26,5,3,31
26,5,4,31
26,5,4,32
25,4,3,30
24,4,3,29
24,4,4,29
22,4,3,26
20,3,2,23
20,3,2,23
20,3,2,23
20,4,3,25
20,3,3,24
21,4,3,26
23,4,3,28
26,5,4,32
29,5,5,36
27,5,4,34
26,5,4,31
26,5,4,31
28,5,4,35
32,7,5,41
33,7,6,43
41,10,9,55
26,5,5,33
36,10,9,56
60,18,14,86
58,34,34,118
50,43,45,152
55,34,34,115
54,37,37,152
52,27,27,113
68,97,98,250
100,151,166,255
97,140,137,255
17,19,22,56
6,6,9,22
6,6,8,21
3,6,8,18
3,5,7,16
3,6,8,18
7,8,12,28
45,68,68,177
31,32,34,94
44,54,57,147
68,97,98,250
77,110,110,255
30,28,31,84
32,29,32,89
36,38,40,110
31,34,36,96
29,31,34,89
24,20,22,65
24,18,20,60
39,40,42,115
51,46,48,137
62,85,87,221
60,86,89,225
187,79,75,255
174,30,10,176
190,29,6,183
203,32,6,195
182,29,7,177
168,32,12,173
110,31,21,139
92,29,22,127
90,30,24,130
116,34,24,151
78,24,19,109
71,25,21,108
60,20,17,89
49,18,19,83
30,11,10,48
43,13,12,64
48,13,11,67
46,13,11,67
47,16,13,78
69,23,20,104
30,8,8,43
21,5,5,29
21,6,6,30
20,8,8,34
21,11,12,42
21,7,7,33
21,6,5,30
22,8,8,37
23,8,8,38
23,6,5,32
24,5,4,30
24,5,4,30
24,6,5,32
24,6,5,32
24,6,5,34
25,6,6,34
25,7,6,36
22,5,4,30
18,4,4,24
20,4,4,26
22,5,4,29
21,5,5,28
18,4,4,24
22,5,5,30
23,5,5,31
22,5,5,30
22,5,5,30
21,6,5,30
22,5,4,28
22,4,4,28
22,4,4,28
22,4,4,27
22,4,4,27
22,4,4,27
22,4,4,27
22,4,4,27
22,4,4,27
22,4,4,27
21,4,4,27
21,4,3,27
21,4,3,27
20,4,3,26
20,4,3,26
21,4,3,26
22,4,4,28
23,5,4,29
20,103,46,145
22,105,48,151
21,103,48,152
21,103,48,153
28,112,53,167
25,109,51,161
27,111,52,165
33,119,58,182
29,114,56,173
29,114,56,174
29,113,56,173
25,108,52,163
21,103,48,153
20,114,54,171
20,111,53,168
21,104,48,153
32,117,59,182
29,112,56,175
33,117,59,183
40,128,66,203
38,123,63,196
37,123,63,195
34,118,59,184
29,113,56,174
28,111,55,171
27,109,53,165
22,104,49,156
20,106,50,159
21,110,53,166
21,100,48,152
20,100,48,150
22,127,62,196
20,120,56,178
20,117,54,175
22,128,60,192
23,132,63,198
24,135,66,209
23,131,64,203
24,134,65,207
25,135,66,209
24,135,66,208
22,118,58,182
20,104,50,158
19,100,48,150
20,101,49,152
19,100,48,151
19,99,46,147
20,98,46,143
19,97,45,142
20,98,46,143
21,99,47,145
22,100,47,147
22,100,48,149
25,103,49,155
25,103,50,155
25,104,50,155
25,104,49,154
20,98,46,145
21,98,47,147
27,105,52,160
34,115,57,177
35,117,59,181
40,122,62,191
25,104,48,153
27,106,51,159
32,114,56,174
35,118,58,182
40,126,64,197
46,133,68,212
53,140,73,228
45,132,68,210
42,128,65,202
29,110,53,165
20,98,46,144
22,123,60,191
24,130,63,202
20,113,54,173
20,112,54,172
22,117,57,181
21,119,58,184
22,123,61,191
24,130,64,202
24,130,64,203
22,120,59,187
22,118,57,179
22,124,61,192
24,132,64,205
24,132,64,205
25,136,66,209
25,137,66,210
24,136,66,207
21,110,54,169
20,103,50,156
21,100,48,150
22,101,49,153
22,100,48,151
21,100,48,150
20,101,49,153
23,100,48,150
25,103,50,155
17,90,41,130
19,101,48,152
18,99,46,146
19,103,49,156
20,108,53,165
19,98,46,146
20,98,47,146
30,142,72,224
36,136,75,229
49,156,93,255
61,160,102,255
20,104,52,161
19,81,45,134
18,79,44,132
21,99,51,156
18,81,45,135
18,77,44,130
11,57,34,98
4,24,15,44
2,15,10,28
7,36,22,64
14,64,38,110
16,71,41,122
17,82,42,130
17,95,46,144
21,116,55,175
32,136,71,216
35,145,77,235
36,146,80,242
36,145,78,239
33,138,76,229
33,129,73,220
34,133,75,225
30,126,70,210
59,157,103,255
29,99,59,171
22,86,49,144
24,114,58,177
23,106,55,168
21,91,50,149
19,80,46,136
21,86,48,142
47,152,90,255
44,140,86,252
47,153,92,255
15,68,40,116
17,74,40,120
22,107,55,170
11,48,25,73
14,74,37,115
45,153,88,255
39,151,83,251
28,139,68,209
22,117,57,179
20,98,50,153
24,124,60,189
21,106,52,162
20,87,47,142
15,68,40,116
16,69,42,120
21,91,48,148
21,106,54,165
33,134,70,215
30,121,64,195
30,126,66,201
45,154,88,255
40,147,81,242
42,152,85,255
29,134,67,208
20,95,49,150
17,66,42,119
19,73,45,129
18,73,44,128
17,90,46,140
17,74,42,126
11,55,35,97
16,67,41,118
13,61,38,107
9,46,29,82
17,68,41,119
13,60,37,106
12,57,35,99
13,63,38,107
6,33,21,60
7,34,21,61
5,29,18,52
9,46,28,81
14,63,38,109
15,64,39,111
14,62,38,108
16,68,42,120
22,90,50,149
15,67,40,115
4,22,14,40
2,14,9,26
5,18,14,36
7,24,18,48
19,66,43,120
26,76,53,146
12,59,35,101
8,54,151,196
9,58,169,218
8,58,165,213
9,58,166,215
8,56,159,206
8,54,149,193
9,53,136,179
10,54,135,179
10,56,136,182
10,55,136,182
12,58,138,186
11,56,137,184
10,54,136,181
9,66,195,252
10,54,138,184
13,59,139,191
10,55,139,185
10,55,137,184
10,54,139,186
9,54,145,191
8,55,147,193
9,58,163,212
9,61,175,227
8,57,159,208
9,58,165,215
8,57,158,206
8,57,160,207
9,63,185,238
9,65,202,255
9,72,208,255
9,72,207,255
9,73,216,255
9,71,202,255
10,61,168,218
9,65,181,236
9,63,175,229
9,68,191,247
9,67,189,245
10,70,199,255
10,67,186,242
10,73,215,255
9,63,185,239
8,59,168,217
7,56,159,206
8,57,163,211
7,54,151,195
8,55,155,199
8,54,153,199
7,56,159,205
7,54,151,195
8,52,139,181
8,52,143,186
8,51,137,179
8,52,136,178
9,52,135,176
9,53,134,176
9,53,135,177
8,52,142,185
7,56,162,209
8,61,180,232
8,61,178,230
8,59,171,222
8,53,142,185
9,53,135,176
9,53,134,176
9,53,134,176
10,55,135,179
10,55,136,180
10,54,135,178
9,53,136,178
9,53,136,179
9,53,136,179
10,54,136,181
8,53,137,181
8,53,137,181
8,54,146,193
8,59,169,218
8,59,171,220
8,62,185,237
8,63,188,241
8,63,188,242
9,71,211,255
9,67,201,255
8,57,166,215
7,56,160,207
8,52,142,185
8,52,139,181
9,52,136,177
8,52,137,180
9,53,134,176
9,53,134,176
9,53,134,176
8,52,136,177
8,52,135,176
9,51,137,178
9,52,137,179
8,52,143,186
8,57,164,212
8,52,143,186
8,52,137,180
8,58,157,204
9,57,160,208
9,60,173,225
9,64,183,239
10,70,199,255
11,71,202,255
12,73,200,255
10,62,167,222
11,53,133,185
11,55,142,193
10,59,156,209
12,69,185,246
10,60,160,213
10,60,160,212
10,52,136,186
11,45,105,153
10,52,134,184
11,50,126,175
10,51,128,177
9,54,141,191
11,51,125,175
6,32,78,112
8,36,86,125
10,43,98,143
9,38,89,130
8,39,90,130
10,42,96,140
7,36,85,123
12,51,119,171
10,44,98,144
11,45,101,148
8,39,90,129
11,47,108,157
12,47,109,159
12,47,111,161
11,46,103,150
12,44,102,147
12,49,114,166
14,60,141,200
15,59,137,197
17,60,138,200
13,50,114,168
17,58,126,187
23,68,144,218
24,75,170,247
17,67,162,228
36,91,189,255
21,74,172,245
17,62,144,207
16,67,168,233
11,71,195,255
12,77,216,255
12,77,214,255
14,78,214,255
16,81,214,255
17,82,215,255
16,80,209,255
17,78,195,255
12,68,177,238
13,70,182,245
14,66,167,228
16,71,177,244
16,70,171,238
20,85,210,255
21,86,214,255
20,86,218,255
22,86,211,255
19,80,200,255
16,73,185,254
18,73,178,247
21,76,179,255
30,85,187,255
28,81,176,255
42,102,208,255
38,96,201,255
33,89,186,255
28,79,168,253
41,96,189,255
61,117,202,255
54,109,199,255
67,123,211,255
70,128,219,255
43,102,211,255
35,92,196,255
30,84,182,255
22,79,186,255
19,73,177,248
23,81,193,255
15,73,186,253
13,74,196,255
14,75,200,255
14,75,199,255
34,97,219,255
18,68,164,231
25,79,181,255
50,103,189,255
35,85,166,255
41,93,177,255
51,107,197,255
15,63,151,214
225,174,23,255
225,175,22,255
225,175,23,255
231,177,22,255
235,180,22,255
240,183,23,255
246,185,24,255
249,187,24,255
245,185,24,255
242,183,23,255
237,181,22,255
242,183,22,255
247,185,23,255
255,188,27,255
250,190,27,255
248,190,27,255
255,198,34,255
255,200,34,255
248,190,28,255
232,180,25,255
243,187,26,255
235,182,24,255
233,180,24,255
224,174,23,255
227,175,24,255
255,200,29,255
255,197,28,255
255,209,31,255
255,201,29,255
255,223,32,255
255,219,32,255
255,240,34,255
255,241,34,255
255,216,31,255
255,255,35,255
255,236,33,255
255,199,28,255
226,174,23,255
233,178,24,255
226,174,21,255
226,173,22,255
226,174,22,255
227,175,22,255
226,175,22,255
225,175,22,255
229,177,22,255
236,180,21,255
229,177,22,255
229,177,22,255
229,176,22,255
231,177,22,255
235,180,22,255
233,179,22,255
235,180,22,255
227,175,22,255
224,173,22,255
226,174,23,255
255,205,29,255
255,231,33,255
255,224,32,255
244,184,25,255
231,177,23,255
225,174,22,255
224,173,22,255
225,174,21,255
226,175,21,255
225,174,22,255
225,173,22,255
224,174,22,255
255,192,27,255
255,193,26,255
255,194,26,255
227,174,22,255
230,176,21,255
230,177,21,255
228,176,22,255
225,175,22,255
227,175,22,255
229,177,22,255
225,174,22,255
224,173,22,255
223,173,22,255
223,173,23,255
224,174,22,255
223,173,24,255
224,174,23,255
236,181,25,255
233,178,24,255
227,175,23,255
245,185,26,255
240,182,24,255
255,243,34,255
255,192,26,255
239,181,25,255
229,175,23,255
226,174,21,255
229,176,21,255
226,174,22,255
230,177,22,255
255,246,35,255
255,235,33,255
255,208,32,255
255,215,34,255
255,209,34,255
255,219,36,255
255,221,37,255
255,211,38,255
255,212,43,255
255,212,52,255
255,227,54,255
255,215,47,255
255,250,40,255
212,170,32,255
181,152,34,255
134,117,30,255
137,119,30,255
163,139,34,255
174,147,35,255
172,146,35,255
255,203,35,255
204,167,35,255
255,218,34,255
134,117,29,255
54,40,13,119
65,50,13,121
56,42,11,104
41,32,8,80
128,113,30,247
141,122,32,255
155,131,32,255
151,128,32,255
131,115,30,253
168,140,31,255
139,121,32,255
172,143,32,255
82,72,18,164
43,32,7,78
47,35,9,85
44,32,8,78
64,49,13,117
111,98,25,218
153,131,33,255
218,174,31,255
186,154,34,255
255,203,33,255
129,113,28,245
42,31,8,76
37,26,6,65
47,34,8,84
171,143,33,255
255,237,34,255
255,227,33,255
250,201,33,255
235,184,31,255
131,115,33,255
110,98,26,220
110,99,28,222
80,67,19,156
76,63,18,148
84,72,20,166
51,38,10,94
39,28,7,69
45,33,8,82
45,34,9,83
51,38,10,93
38,27,7,68
41,30,8,74
59,45,12,109
71,56,14,184
67,51,13,123
57,43,11,105
38,27,6,68
39,28,7,69
39,27,7,69
39,28,7,69
39,28,7,69
38,28,7,70
41,30,7,73
41,30,7,73
42,30,8,76
41,30,7,73
41,30,8,75
42,30,8,75
42,30,8,75
42,30,8,75
45,34,8,83
50,37,10,91
56,42,11,104
47,48,13,116
96,80,20,184
114,101,26,224
168,143,38,255
37,29,9,71
38,30,11,74
36,30,14,76
34,31,17,79
34,32,19,81
34,34,22,86
37,42,33,108
39,46,38,118
